"name"	"taxRank"	"taxID"	"Max"	"X5089.cladeReads"	"X5090.cladeReads"	"X5091.cladeReads"	"X5092.cladeReads"	"X5093.cladeReads"	"X5094.cladeReads"	"X5101.cladeReads"	"X5102.cladeReads"	"X5103.cladeReads"	"X5104.cladeReads"	"X5105.cladeReads"	"X5106.cladeReads"	"lineage"
"Rhodophyticola sp. CCM32"	"S"	2916397	2	1	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Rhodobacterales>Roseobacteraceae>Rhodophyticola>unclassified&nbsp;Rhodophyticola"
"Pseudosulfitobacter pseudonitzschiae"	"S"	1402135	4	1	NA	1	NA	NA	2	2	1	NA	4	2	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Rhodobacterales>Roseobacteraceae>Pseudosulfitobacter"
"Alloyangia pacifica"	"S"	311180	2	1	1	1	NA	NA	2	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Rhodobacterales>Roseobacteraceae>Alloyangia"
"Dinoroseobacter shibae"	"S"	215813	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Rhodobacterales>Roseobacteraceae>Dinoroseobacter"
"Rhodobacter capsulatus"	"S"	1061	9	3	NA	7	2	9	7	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Rhodobacterales>Rhodobacter&nbsp;group>Rhodobacter"
"Rhodobacter sp. CZR27"	"S"	2033869	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Rhodobacterales>Rhodobacter&nbsp;group>Rhodobacter>unclassified&nbsp;Rhodobacter"
"Sphingomonas sp. M1-B02"	"S"	3114300	3	3	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas>unclassified&nbsp;Sphingomonas"
"Sphingomonas sp. MM-1"	"S"	745310	5	3	NA	3	1	NA	NA	NA	2	NA	5	3	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas>unclassified&nbsp;Sphingomonas"
"Sphingomonas sp. QA11"	"S"	2950605	15	3	7	2	NA	3	5	2	NA	NA	NA	NA	15	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas>unclassified&nbsp;Sphingomonas"
"Sphingomonas sp. SUN039"	"S"	2937787	5	3	NA	NA	NA	5	1	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas>unclassified&nbsp;Sphingomonas"
"Sphingomonas sp. HDW15A"	"S"	2714942	6	3	NA	NA	NA	2	5	3	6	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas>unclassified&nbsp;Sphingomonas"
"Sphingomonas sp. MMS24-J13"	"S"	3238686	5	2	2	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas>unclassified&nbsp;Sphingomonas"
"Sphingomonas sp. KRR8"	"S"	2942996	2	2	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas>unclassified&nbsp;Sphingomonas"
"Sphingomonas sp. Tas61C01"	"S"	3458297	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas>unclassified&nbsp;Sphingomonas"
"Sphingomonas sp. DBB INV C78"	"S"	3349434	1	1	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas>unclassified&nbsp;Sphingomonas"
"Sphingomonas sp. S2-65"	"S"	2903960	3	1	NA	NA	NA	NA	NA	1	NA	1	NA	1	3	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas>unclassified&nbsp;Sphingomonas"
"Sphingomonas sp. NIC1"	"S"	1961362	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas>unclassified&nbsp;Sphingomonas"
"Sphingomonas sp. AAP5"	"S"	1523415	1	1	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas>unclassified&nbsp;Sphingomonas"
"Sphingomonas suaedae"	"S"	2599297	15	11	NA	NA	NA	15	3	2	2	NA	NA	1	2	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas sanxanigenens"	"S"	397260	8	8	NA	1	NA	8	1	NA	NA	NA	NA	NA	3	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas sabuli"	"S"	2764186	8	8	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas changnyeongensis"	"S"	2698679	5	4	1	NA	NA	5	2	NA	NA	NA	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas glaciei"	"S"	2938948	4	4	NA	NA	1	NA	1	NA	NA	NA	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas paucimobilis"	"S"	13689	4	4	1	NA	NA	3	NA	1	NA	NA	NA	2	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas piscis"	"S"	2714943	21	4	NA	21	2	NA	NA	NA	NA	NA	NA	NA	2	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas sediminicola"	"S"	386874	4	4	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas rhizophila"	"S"	2071607	2	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas yabuuchiae"	"S"	172044	2	2	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas panacisoli"	"S"	1813879	1	1	1	NA	1	NA	NA	NA	NA	1	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas hengshuiensis"	"S"	1609977	2	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas flavescens"	"S"	3132797	28	1	1	NA	NA	28	9	1	NA	NA	NA	NA	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas daechungensis"	"S"	1176646	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas alpina"	"S"	653931	6	1	NA	2	NA	6	NA	NA	NA	NA	NA	2	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas hankookensis"	"S"	563996	4	1	1	NA	NA	NA	NA	NA	NA	3	NA	NA	4	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas ginsengisoli (ex An et al. 2013)"	"S"	363835	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas cannabina"	"S"	2899123	2	1	2	NA	NA	2	1	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas aerolata"	"S"	185951	4	1	1	NA	NA	3	4	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Novosphingobium rhizosphaerae"	"S"	1551649	33	33	1	NA	NA	14	7	NA	4	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium"
"Novosphingobium sp. P6W"	"S"	1609758	6	6	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium>unclassified&nbsp;Novosphingobium"
"Novosphingobium sp."	"S"	1874826	17	5	17	4	NA	7	5	2	NA	2	1	NA	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium>unclassified&nbsp;Novosphingobium"
"Novosphingobium sp. ZN18A2"	"S"	3079861	2	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium>unclassified&nbsp;Novosphingobium"
"Novosphingobium sp. THN1"	"S"	1016987	1	1	1	NA	1	1	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium>unclassified&nbsp;Novosphingobium"
"Novosphingobium sp. ES2-1"	"S"	2780074	7	1	NA	NA	NA	7	NA	NA	NA	NA	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium>unclassified&nbsp;Novosphingobium"
"Novosphingobium sp. BL-52-GroH"	"S"	3349877	1	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium>unclassified&nbsp;Novosphingobium"
"Novosphingobium ginsenosidimutans"	"S"	1176536	10	5	1	10	1	NA	NA	2	NA	NA	NA	NA	2	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium"
"Novosphingobium pentaromativorans"	"S"	205844	7	1	1	1	NA	NA	NA	1	NA	7	3	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium"
"Stakelama tenebrarum"	"S"	2711215	6	1	2	6	NA	NA	1	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Stakelama"
"Sphingosinithalassobacter sp. LHW66-3"	"S"	3424718	2	1	2	1	NA	1	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingosinithalassobacter>unclassified&nbsp;Sphingosinithalassobacter"
"Erythrobacter sp. W53"	"S"	3425947	46	18	46	NA	NA	18	11	NA	NA	NA	NA	NA	3	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Erythrobacter/Porphyrobacter&nbsp;group>Erythrobacter>unclassified&nbsp;Erythrobacter"
"Erythrobacter sp."	"S"	1042	2	2	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Erythrobacter/Porphyrobacter&nbsp;group>Erythrobacter>unclassified&nbsp;Erythrobacter"
"Erythrobacter sp. JK5"	"S"	2829500	2	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Erythrobacter/Porphyrobacter&nbsp;group>Erythrobacter>unclassified&nbsp;Erythrobacter"
"Erythrobacter sp. HL-111"	"S"	1798193	13	1	NA	9	13	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Erythrobacter/Porphyrobacter&nbsp;group>Erythrobacter>unclassified&nbsp;Erythrobacter"
"Erythrobacter sp. Alg231-14"	"S"	1922225	2	1	NA	NA	1	NA	NA	1	NA	NA	2	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Erythrobacter/Porphyrobacter&nbsp;group>Erythrobacter>unclassified&nbsp;Erythrobacter"
"Erythrobacter sp. KY5"	"S"	2011159	3	1	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Erythrobacter/Porphyrobacter&nbsp;group>Erythrobacter>unclassified&nbsp;Erythrobacter"
"Erythrobacter sp. HKB08"	"S"	2502843	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Erythrobacter/Porphyrobacter&nbsp;group>Erythrobacter>unclassified&nbsp;Erythrobacter"
"Erythrobacter sp. BLCC-B19"	"S"	3025315	4	1	NA	4	3	NA	NA	NA	NA	NA	NA	1	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Erythrobacter/Porphyrobacter&nbsp;group>Erythrobacter>unclassified&nbsp;Erythrobacter"
"Erythrobacter litoralis"	"S"	39960	20	2	NA	NA	NA	NA	NA	NA	NA	12	20	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Erythrobacter/Porphyrobacter&nbsp;group>Erythrobacter"
"Porphyrobacter sp. ULC335"	"S"	2854260	3	1	NA	3	3	NA	1	NA	NA	2	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Erythrobacter/Porphyrobacter&nbsp;group>Porphyrobacter>unclassified&nbsp;Porphyrobacter"
"Qipengyuania sp. SS22"	"S"	2979461	5	5	NA	NA	1	NA	3	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Qipengyuania>unclassified&nbsp;Qipengyuania"
"Qipengyuania citrea"	"S"	225971	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Qipengyuania"
"Qipengyuania seohaensis"	"S"	266951	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Qipengyuania"
"Qipengyuania soli"	"S"	2782568	1	1	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Qipengyuania"
"Aurantiacibacter gangjinensis"	"S"	502682	12	3	12	NA	NA	1	NA	NA	NA	NA	NA	2	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Aurantiacibacter"
"Altererythrobacter rubellus"	"S"	2173831	4	1	4	NA	NA	1	NA	NA	NA	NA	1	NA	3	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Altererythrobacter"
"Altererythrobacter sp. GH1-8"	"S"	3349333	1	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Altererythrobacter>unclassified&nbsp;Altererythrobacter"
"Croceicoccus marinus"	"S"	450378	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Croceicoccus"
"Croceicoccus sp. YJ47"	"S"	2798724	1	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Croceicoccus>unclassified&nbsp;Croceicoccus"
"Pelagerythrobacter marensis"	"S"	543877	2	2	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Pelagerythrobacter"
"Tsuneonella mangrovi"	"S"	1982042	1	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Tsuneonella"
"Tsuneonella sp. CC-YZS046"	"S"	3042152	74	1	5	NA	NA	74	36	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Tsuneonella>unclassified&nbsp;Tsuneonella"
"Croceibacterium atlanticum"	"S"	1267766	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Croceibacterium"
"Paraurantiacibacter namhicola"	"S"	645517	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Paraurantiacibacter"
"Sphingobium baderi"	"S"	1332080	22	18	15	NA	1	NA	NA	NA	4	20	10	22	2	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingobiaceae>Sphingobium"
"Sphingobium xenophagum"	"S"	121428	3	3	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingobiaceae>Sphingobium"
"Sphingobium sp. CR28"	"S"	3400272	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingobiaceae>Sphingobium>unclassified&nbsp;Sphingobium"
"Sphingobium sp. KCTC 72723"	"S"	2733867	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingobiaceae>Sphingobium>unclassified&nbsp;Sphingobium"
"Sphingopyxis sp. OPL5"	"S"	2486273	14	6	1	NA	NA	14	NA	NA	NA	NA	NA	NA	8	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingopyxidaceae>Sphingopyxis>unclassified&nbsp;Sphingopyxis"
"Sphingopyxis sp. BSN-002"	"S"	2911495	3	3	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingopyxidaceae>Sphingopyxis>unclassified&nbsp;Sphingopyxis"
"Sphingopyxis sp. DBS4"	"S"	2968500	3	2	NA	2	2	NA	NA	NA	NA	3	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingopyxidaceae>Sphingopyxis>unclassified&nbsp;Sphingopyxis"
"Sphingopyxis sp. 113P3"	"S"	292913	3	1	NA	NA	NA	1	3	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingopyxidaceae>Sphingopyxis>unclassified&nbsp;Sphingopyxis"
"Sphingopyxis sp. USTB-05"	"S"	2830667	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingopyxidaceae>Sphingopyxis>unclassified&nbsp;Sphingopyxis"
"Sphingopyxis sp. PET50"	"S"	2976533	2	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingopyxidaceae>Sphingopyxis>unclassified&nbsp;Sphingopyxis"
"Sphingopyxis granuli"	"S"	267128	3	1	2	NA	NA	3	NA	NA	NA	1	NA	NA	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingopyxidaceae>Sphingopyxis"
"Sphingopyxis fribergensis"	"S"	1515612	5	1	5	1	1	NA	NA	NA	NA	NA	NA	NA	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingopyxidaceae>Sphingopyxis"
"Glacieibacterium megasporae"	"S"	2835787	14	14	1	NA	NA	10	3	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingosinicellaceae>Glacieibacterium"
"Glacieibacterium sp."	"S"	2860237	3	1	NA	NA	NA	1	3	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingosinicellaceae>Glacieibacterium>unclassified&nbsp;Glacieibacterium"
"Sandaracinobacteroides saxicola"	"S"	2759707	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingosinicellaceae>Sandaracinobacteroides"
"Parasphingorhabdus cellanae"	"S"	2806553	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingorhabdaceae>Parasphingorhabdus"
"Parasphingorhabdus sp. DH2-15"	"S"	3444112	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingorhabdaceae>Parasphingorhabdus>unclassified&nbsp;Parasphingorhabdus"
"Novosphingopyxis iocasae"	"S"	2762729	4	3	2	1	NA	NA	4	NA	NA	2	1	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingorhabdaceae>Novosphingopyxis"
"Sphingorhabdus lutea"	"S"	1913578	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingorhabdaceae>Sphingorhabdus"
"Zymomonas mobilis"	"S"	542	15	9	2	2	1	NA	3	3	NA	2	1	15	8	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Zymomonadaceae>Zymomonas"
"Parasphingopyxis algicola"	"S"	2026624	11	4	1	NA	NA	3	11	2	1	NA	NA	7	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Parasphingopyxidaceae>Parasphingopyxis"
